"uf_code","horizon","variant","beta_mp","se_mp","lo95_mp","hi95_mp","lo95_mp_wild","hi95_mp_wild","uf_label","macro_region"
33,7,"linear",1.8346863788075,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
33,8,"linear",0.501303812266572,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
33,9,"linear",-0.0392823058983141,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
33,10,"linear",-1.45171331483625,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
33,11,"linear",0.60093756037774,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
33,12,"linear",0.408732316251,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
35,0,"linear",0.0282111252275986,0.108506897546599,-0.184462393963736,0.240884644418933,NA,NA,"35 - São Paulo","Southeast"
35,1,"linear",0.640057343710377,0.506181768963735,-0.352058923458545,1.6321736108793,NA,NA,"35 - São Paulo","Southeast"
35,2,"linear",-0.0538759180951005,0.257502281924236,-0.558580390666603,0.450828554476402,NA,NA,"35 - São Paulo","Southeast"
35,3,"linear",-6.38051346469943,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,4,"linear",-0.283266675757208,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,5,"linear",0.221887797398092,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,6,"linear",0.317758428579365,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,7,"linear",-0.00203522045082759,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,8,"linear",0.085078768408895,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,9,"linear",0.298994404465562,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,10,"linear",-3.30000877102635,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,11,"linear",3.43360657505032,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
35,12,"linear",-0.00286944202132182,NA,NA,NA,NA,NA,"35 - São Paulo","Southeast"
41,0,"linear",-0.0419480245958922,0.0887737385203878,-0.215944552095852,0.132048502904068,NA,NA,"41 - Paraná","South"
41,1,"linear",0.0685791574259382,0.0852603179771415,-0.0985310658092591,0.235689380661136,NA,NA,"41 - Paraná","South"
41,2,"linear",-0.139892200051976,0.0115591540741549,-0.162548142037319,-0.117236258066632,NA,NA,"41 - Paraná","South"
41,3,"linear",0.147996000541858,NA,NA,NA,NA,NA,"41 - Paraná","South"
41,4,"linear",-0.19385285235228,NA,NA,NA,NA,NA,"41 - Paraná","South"
41,5,"linear",0.128584829156385,NA,NA,NA,NA,NA,"41 - Paraná","South"
