horizon,agent_type,estimate,conf_low,conf_high,region
20,WH2M,2.2968906291325757,-2.8367539196264406,7.430535177891592,Southeast
21,Ricardian,2.978938114942161,-0.19440532948573264,6.152281559370055,Southeast
21,PH2M,0.3217134431437141,-4.351793583104014,4.995220469391441,Southeast
21,WH2M,2.6843695093046724,-0.4867594392228183,5.855498457832163,Southeast
22,Ricardian,4.059549062085976,3.303783575765175,4.815314548406777,Southeast
22,PH2M,-0.4696071738478169,-1.6000854093558878,0.660871061660254,Southeast
22,WH2M,4.5572774925507105,3.7993095446987004,5.3152454404027205,Southeast
23,Ricardian,1.1906944359501506,0.32249254267212457,2.0588963292281766,Southeast
23,PH2M,0.2543865421179703,-1.1745329355264054,1.683306019762346,Southeast
23,WH2M,0.9416504113766374,0.021526995534200566,1.8617738272190743,Southeast
24,Ricardian,1.4042817013342714,0.02168777308241876,2.786875629586124,Southeast
24,PH2M,0.271769130286339,-2.006928185800677,2.550466446373355,Southeast
24,WH2M,1.0993189099361471,-0.3487433607112811,2.5473811805835753,Southeast
